id,age,gender,device_type,ad_position,browsing_history,time_of_day,click
284,39.5,Non-Binary,Desktop,Side,Shopping,Morning,1
2387,39.5,Non-Binary,Mobile,Top,Social Media,Morning,1
1420,62.0,Non-Binary,Desktop,Bottom,News,Morning,1
9018,39.5,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
6462,36.0,Female,Desktop,Side,Education,Evening,1
4254,19.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
7491,28.0,Female,Mobile,Bottom,Education,Afternoon,0
5194,53.0,Female,Mobile,Top,News,Afternoon,1
7785,39.5,Male,Desktop,Bottom,Entertainment,Afternoon,0
1420,62.0,Non-Binary,Desktop,Bottom,News,Morning,1
9311,39.5,Non-Binary,Desktop,Bottom,Social Media,Morning,1
5629,39.5,Female,Desktop,Top,Entertainment,Night,1
4750,39.5,Male,Desktop,Bottom,Entertainment,Morning,0
6161,61.0,Female,Tablet,Bottom,Entertainment,Morning,1
7,39.5,Female,Tablet,Bottom,Entertainment,Evening,1
1503,19.0,Female,Tablet,Side,Entertainment,Morning,1
1623,50.0,Female,Mobile,Bottom,Entertainment,Morning,0
412,39.5,Male,Tablet,Top,Entertainment,Evening,1
1503,39.5,Female,Tablet,Bottom,Entertainment,Afternoon,1
9990,25.0,Male,Desktop,Side,Entertainment,Night,1
6409,52.0,Female,Desktop,Top,Entertainment,Morning,1
1369,39.5,Female,Desktop,Bottom,Social Media,Morning,1
7674,43.0,Female,Tablet,Bottom,News,Afternoon,1
3044,34.0,Male,Desktop,Top,News,Night,1
2604,39.5,Female,Desktop,Top,Entertainment,Afternoon,0
5942,39.5,Female,Tablet,Bottom,Entertainment,Morning,1
3483,20.0,Female,Mobile,Side,News,Morning,1
6590,39.5,Female,Desktop,Bottom,News,Night,0
4694,29.0,Female,Mobile,Top,Entertainment,Afternoon,0
7151,39.5,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
5285,62.0,Female,Mobile,Top,Entertainment,Morning,0
8127,39.5,Female,Tablet,Bottom,Entertainment,Morning,1
1454,39.5,Female,Tablet,Top,Entertainment,Morning,1
6854,39.5,Male,Mobile,Bottom,Entertainment,Night,1
9090,39.5,Male,Desktop,Bottom,Entertainment,Morning,1
2129,47.0,Female,Tablet,Bottom,Social Media,Evening,1
9130,39.5,Female,Desktop,Bottom,Shopping,Afternoon,0
2332,39.5,Non-Binary,Mobile,Top,Social Media,Night,0
6409,52.0,Male,Desktop,Top,Entertainment,Morning,1
1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1
8198,39.5,Non-Binary,Mobile,Side,Entertainment,Morning,0
3729,31.0,Female,Desktop,Top,Entertainment,Morning,0
9473,38.0,Female,Mobile,Bottom,Social Media,Morning,0
1972,33.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
9990,25.0,Male,Desktop,Side,Education,Night,1
1250,33.0,Female,Desktop,Top,Entertainment,Morning,0
1091,39.5,Female,Desktop,Bottom,Entertainment,Morning,0
7570,39.5,Female,Desktop,Bottom,Education,Afternoon,0
6094,39.5,Non-Binary,Tablet,Top,Social Media,Evening,1
7908,34.0,Male,Mobile,Side,Social Media,Night,0
277,39.5,Male,Desktop,Top,Entertainment,Afternoon,1
8886,28.0,Female,Tablet,Side,Entertainment,Morning,0
3393,39.5,Female,Desktop,Top,Entertainment,Morning,1
3768,41.0,Female,Desktop,Bottom,News,Morning,0
5501,39.5,Non-Binary,Mobile,Bottom,Social Media,Evening,1
6471,36.0,Female,Desktop,Top,Education,Evening,0
4742,39.5,Male,Desktop,Bottom,Entertainment,Night,1
9057,38.0,Female,Desktop,Side,Entertainment,Afternoon,1
5520,39.5,Female,Desktop,Bottom,Entertainment,Afternoon,1
5100,42.0,Female,Mobile,Side,Shopping,Morning,1
2017,39.5,Male,Tablet,Bottom,Shopping,Evening,1
9966,39.5,Female,Mobile,Top,Entertainment,Afternoon,1
7322,39.5,Female,Desktop,Bottom,Social Media,Afternoon,1
319,39.5,Female,Desktop,Bottom,Education,Evening,0
6556,39.5,Female,Tablet,Bottom,Entertainment,Morning,0
9555,39.5,Female,Tablet,Side,Entertainment,Morning,0
9220,21.0,Female,Mobile,Side,Entertainment,Night,1
3323,48.0,Female,Desktop,Side,Entertainment,Afternoon,1
8883,39.5,Female,Mobile,Bottom,Education,Evening,1
7381,39.5,Non-Binary,Tablet,Side,Entertainment,Night,0
6248,48.0,Female,Mobile,Top,Entertainment,Evening,1
6300,39.5,Female,Tablet,Side,Entertainment,Night,0
4836,39.5,Female,Tablet,Side,Entertainment,Evening,1
6194,39.5,Female,Desktop,Top,Entertainment,Evening,0
6296,29.0,Female,Desktop,Bottom,Education,Evening,1
6560,39.5,Female,Desktop,Bottom,News,Morning,0
1706,39.5,Female,Desktop,Bottom,Entertainment,Night,1
9418,20.0,Male,Desktop,Bottom,News,Night,1
8459,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
4747,57.0,Female,Mobile,Bottom,Social Media,Morning,0
147,42.0,Female,Desktop,Top,Shopping,Night,0
5520,39.5,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
2017,39.5,Male,Desktop,Bottom,Shopping,Evening,1
7003,35.0,Female,Desktop,Top,Education,Morning,0
6861,39.5,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
7766,39.5,Female,Mobile,Top,Entertainment,Afternoon,1
2597,39.5,Female,Mobile,Top,Shopping,Afternoon,0
7993,39.5,Non-Binary,Mobile,Bottom,Social Media,Morning,1
1056,39.5,Male,Desktop,Top,Entertainment,Afternoon,0
5055,45.0,Male,Desktop,Top,Education,Morning,1
2535,61.0,Male,Mobile,Bottom,Shopping,Morning,0
6075,32.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
4836,39.5,Female,Tablet,Side,Entertainment,Evening,1
1126,39.5,Female,Tablet,Side,Entertainment,Afternoon,1
1446,39.5,Female,Desktop,Bottom,News,Morning,1
1992,39.5,Female,Tablet,Bottom,Social Media,Morning,0
2142,34.0,Female,Desktop,Top,Shopping,Afternoon,1
3803,39.5,Female,Desktop,Top,Education,Morning,1
445,39.5,Female,Tablet,Bottom,Entertainment,Evening,0
896,55.0,Non-Binary,Desktop,Bottom,Education,Morning,0
7962,58.0,Female,Tablet,Top,Entertainment,Afternoon,1
8326,23.0,Female,Desktop,Bottom,Entertainment,Evening,1
250,39.5,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
2542,39.5,Female,Desktop,Bottom,Entertainment,Evening,1
6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
1497,26.0,Female,Desktop,Top,Entertainment,Evening,0
1635,54.0,Female,Tablet,Bottom,Entertainment,Evening,1
1136,58.0,Female,Desktop,Side,Entertainment,Morning,1
640,39.5,Female,Desktop,Bottom,News,Afternoon,0
5813,39.5,Female,Tablet,Bottom,Entertainment,Afternoon,0
234,19.0,Female,Tablet,Bottom,Social Media,Morning,1
7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1
4266,28.0,Female,Desktop,Side,Entertainment,Morning,1
234,19.0,Female,Tablet,Bottom,Social Media,Morning,1
3225,23.0,Female,Tablet,Bottom,Entertainment,Morning,1
1539,43.0,Female,Mobile,Bottom,Entertainment,Evening,1
287,39.5,Male,Desktop,Top,Social Media,Night,0
9412,34.0,Female,Desktop,Bottom,Social Media,Morning,1
3022,37.0,Non-Binary,Desktop,Bottom,News,Evening,0
7266,39.5,Female,Tablet,Bottom,Education,Morning,1
5968,39.5,Female,Tablet,Side,Entertainment,Evening,1
5458,41.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
4518,39.5,Female,Desktop,Bottom,Social Media,Night,0
5796,46.0,Non-Binary,Mobile,Bottom,News,Afternoon,1
9990,25.0,Male,Desktop,Side,Education,Morning,1
1171,39.5,Female,Mobile,Bottom,Entertainment,Night,1
9311,39.5,Non-Binary,Desktop,Side,Social Media,Afternoon,1
1918,39.5,Female,Desktop,Side,Shopping,Morning,0
6572,39.5,Non-Binary,Desktop,Side,Social Media,Evening,0
8255,22.0,Female,Mobile,Side,Entertainment,Evening,0
1279,39.5,Female,Desktop,Side,Entertainment,Morning,0
2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
8252,39.5,Male,Tablet,Side,Entertainment,Night,1
6862,39.5,Male,Tablet,Bottom,Education,Afternoon,1
6654,33.0,Female,Desktop,Top,Education,Morning,1
1589,60.0,Female,Mobile,Side,Shopping,Afternoon,0
4912,39.5,Female,Desktop,Top,Social Media,Morning,0
255,31.0,Female,Desktop,Bottom,Entertainment,Night,1
4021,38.0,Female,Desktop,Side,Entertainment,Morning,1
9676,21.0,Female,Mobile,Top,Entertainment,Morning,1
226,39.5,Female,Desktop,Top,Shopping,Morning,1
2137,39.5,Male,Desktop,Side,News,Night,1
9875,58.0,Male,Tablet,Bottom,Entertainment,Morning,0
2087,39.5,Female,Mobile,Bottom,Social Media,Night,0
5912,41.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
7558,39.5,Female,Mobile,Bottom,Social Media,Night,1
8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1
2993,39.5,Female,Mobile,Bottom,Entertainment,Night,0
1178,39.5,Female,Desktop,Bottom,Entertainment,Evening,1
5214,25.0,Female,Tablet,Bottom,Entertainment,Evening,0
3601,39.5,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
1529,20.0,Female,Mobile,Top,Entertainment,Morning,1
3604,39.5,Male,Tablet,Bottom,News,Morning,1
4137,39.5,Female,Mobile,Top,Entertainment,Morning,0
2942,39.5,Non-Binary,Mobile,Bottom,Social Media,Morning,0
2096,48.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
4889,45.0,Female,Tablet,Bottom,News,Evening,1
4284,40.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
1136,58.0,Female,Mobile,Side,Entertainment,Morning,1
3906,39.5,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
8326,23.0,Female,Desktop,Bottom,Entertainment,Morning,1
8747,30.0,Female,Desktop,Bottom,Entertainment,Night,0
9136,39.5,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
3001,23.0,Female,Desktop,Top,Entertainment,Morning,0
6651,57.0,Female,Desktop,Bottom,Entertainment,Afternoon,0
1613,60.0,Female,Mobile,Side,Entertainment,Morning,0
5577,43.0,Non-Binary,Desktop,Side,Entertainment,Evening,0
143,39.5,Female,Mobile,Top,Entertainment,Night,0
4108,36.0,Female,Tablet,Bottom,Entertainment,Morning,1
6129,36.0,Male,Tablet,Bottom,Shopping,Morning,1
5081,48.0,Female,Desktop,Top,Entertainment,Night,0
2602,61.0,Female,Desktop,Bottom,Shopping,Afternoon,1
3546,39.5,Non-Binary,Mobile,Side,Entertainment,Night,0
7759,45.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,0
8949,26.0,Female,Mobile,Side,Entertainment,Morning,1
1837,23.0,Female,Desktop,Top,Social Media,Morning,0
7941,39.5,Female,Desktop,Bottom,Entertainment,Afternoon,1
3938,39.5,Male,Mobile,Bottom,Entertainment,Morning,1
9423,39.5,Male,Desktop,Side,Entertainment,Morning,0
1730,42.0,Female,Tablet,Side,Entertainment,Morning,0
2431,54.0,Male,Desktop,Top,Entertainment,Night,1
6544,39.5,Female,Desktop,Bottom,Entertainment,Morning,0
3915,39.5,Female,Desktop,Side,Entertainment,Evening,1
3658,45.0,Female,Desktop,Side,Shopping,Night,1
4698,40.0,Female,Desktop,Side,Entertainment,Night,0
412,39.5,Male,Tablet,Bottom,Entertainment,Morning,1
8252,39.5,Male,Tablet,Bottom,Entertainment,Night,1
7670,54.0,Female,Tablet,Top,Education,Night,1
8475,39.5,Non-Binary,Desktop,Bottom,Education,Evening,0
6811,24.0,Male,Desktop,Bottom,Education,Evening,1
7065,57.0,Female,Desktop,Side,Entertainment,Morning,1
3540,39.5,Female,Mobile,Side,Entertainment,Night,0
36,39.5,Female,Desktop,Bottom,News,Morning,0
5623,53.0,Female,Desktop,Side,Entertainment,Morning,1
8190,39.5,Female,Mobile,Side,Entertainment,Afternoon,1
8797,26.0,Female,Desktop,Top,Social Media,Morning,0
4901,38.0,Female,Mobile,Top,Shopping,Evening,0
2096,39.5,Non-Binary,Desktop,Bottom,Entertainment,Night,1
3483,20.0,Female,Desktop,Bottom,Entertainment,Morning,1
6202,39.5,Female,Desktop,Bottom,Shopping,Night,1
973,37.0,Female,Desktop,Bottom,Entertainment,Morning,1
4166,33.0,Male,Tablet,Top,News,Night,0
4681,41.0,Female,Desktop,Bottom,Education,Night,0
4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1
8127,39.5,Male,Desktop,Bottom,Entertainment,Night,1
207,39.5,Non-Binary,Desktop,Top,Education,Evening,0
993,21.0,Male,Desktop,Top,News,Night,0
7893,39.5,Non-Binary,Tablet,Side,News,Morning,0
24,39.5,Female,Tablet,Side,Entertainment,Afternoon,1
3044,34.0,Male,Desktop,Top,Entertainment,Night,1
8459,38.0,Female,Tablet,Bottom,Entertainment,Morning,1
2727,34.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
9736,46.0,Female,Desktop,Bottom,Entertainment,Evening,1
4086,39.5,Female,Desktop,Top,Entertainment,Morning,1
1305,39.5,Female,Tablet,Top,News,Night,1
4548,39.5,Male,Desktop,Side,Entertainment,Evening,1
9409,39.5,Female,Mobile,Top,Education,Evening,0
5018,39.5,Female,Desktop,Bottom,Shopping,Morning,0
2555,39.5,Female,Tablet,Bottom,News,Evening,1
6094,39.5,Non-Binary,Tablet,Top,Social Media,Evening,1
8281,53.0,Female,Mobile,Side,Social Media,Morning,0
3375,52.0,Female,Mobile,Bottom,Education,Morning,1
518,29.0,Male,Tablet,Bottom,Shopping,Morning,1
7065,57.0,Female,Desktop,Side,Entertainment,Morning,1
5531,34.0,Male,Desktop,Bottom,News,Night,1
5569,39.5,Female,Mobile,Bottom,Entertainment,Afternoon,1
4889,45.0,Female,Tablet,Bottom,News,Evening,1
8789,44.0,Female,Desktop,Top,Entertainment,Evening,1
1681,39.5,Female,Tablet,Side,Shopping,Night,0
9888,39.5,Female,Mobile,Top,News,Morning,1
4620,43.0,Non-Binary,Mobile,Side,Entertainment,Night,1
1705,39.5,Female,Desktop,Bottom,Entertainment,Night,0
5629,39.5,Female,Tablet,Top,Entertainment,Night,1
9611,39.5,Male,Desktop,Side,Entertainment,Afternoon,1
1141,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
6409,52.0,Male,Desktop,Top,Entertainment,Night,1
98,58.0,Female,Mobile,Bottom,Entertainment,Night,0
9330,39.5,Female,Mobile,Bottom,Entertainment,Evening,0
3109,39.5,Female,Tablet,Side,Entertainment,Evening,1
940,39.5,Female,Desktop,Side,Shopping,Afternoon,0
1910,63.0,Male,Desktop,Side,Entertainment,Night,1
1197,39.5,Male,Desktop,Top,Social Media,Morning,1
8081,38.0,Female,Desktop,Bottom,Entertainment,Night,1
9183,45.0,Female,Mobile,Bottom,Entertainment,Evening,0
8690,63.0,Female,Mobile,Top,Social Media,Morning,0
9550,39.5,Non-Binary,Desktop,Top,Education,Afternoon,1
7449,19.0,Female,Tablet,Side,Shopping,Morning,0
703,39.5,Female,Mobile,Side,Entertainment,Evening,0
6074,35.0,Male,Mobile,Bottom,Entertainment,Afternoon,1
9928,50.0,Female,Mobile,Top,Education,Morning,0
8115,20.0,Female,Desktop,Top,Social Media,Afternoon,1
6258,39.5,Female,Tablet,Top,Entertainment,Night,1
5921,39.5,Female,Desktop,Side,Entertainment,Morning,1
7962,58.0,Female,Tablet,Top,Entertainment,Morning,1
7223,25.0,Female,Tablet,Side,Entertainment,Evening,0
7558,39.5,Female,Desktop,Top,Social Media,Night,1
1721,34.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
5090,39.5,Non-Binary,Tablet,Top,Entertainment,Evening,0
2973,27.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
1126,31.0,Female,Tablet,Side,Entertainment,Afternoon,1
1126,31.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
1077,39.5,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
1967,39.5,Female,Desktop,Bottom,Entertainment,Evening,0
8418,40.0,Female,Desktop,Top,Entertainment,Night,0
23,30.0,Male,Mobile,Side,Shopping,Morning,0
6435,39.5,Male,Desktop,Top,Entertainment,Morning,0
1162,39.5,Female,Tablet,Bottom,Entertainment,Morning,0
2044,31.0,Female,Mobile,Top,News,Evening,1
3938,39.5,Male,Mobile,Bottom,Entertainment,Evening,1
1975,30.0,Female,Mobile,Bottom,Social Media,Morning,1
5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
316,39.5,Female,Desktop,Bottom,Social Media,Night,1
2311,39.5,Female,Desktop,Bottom,Entertainment,Afternoon,1
7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1
4363,18.0,Female,Mobile,Bottom,Entertainment,Night,0
2093,39.5,Male,Mobile,Side,Entertainment,Afternoon,0
5368,39.5,Female,Tablet,Bottom,Entertainment,Night,0
9022,39.5,Male,Tablet,Bottom,Entertainment,Night,0
2124,39.5,Male,Desktop,Top,Entertainment,Evening,1
6511,39.5,Female,Mobile,Top,Social Media,Morning,0
4890,39.5,Male,Desktop,Bottom,Education,Morning,1
412,39.5,Male,Tablet,Top,News,Evening,1
8190,39.5,Female,Mobile,Bottom,Entertainment,Afternoon,1
5110,44.0,Female,Tablet,Bottom,Shopping,Morning,1
5909,45.0,Female,Tablet,Top,Entertainment,Afternoon,1
3960,49.0,Female,Desktop,Bottom,Shopping,Night,0
1169,39.5,Non-Binary,Desktop,Side,Entertainment,Evening,0
7924,39.5,Female,Desktop,Bottom,Shopping,Morning,1
4539,54.0,Male,Mobile,Bottom,Entertainment,Night,1
5966,39.5,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
2127,39.5,Non-Binary,Tablet,Side,Entertainment,Morning,0
6487,19.0,Female,Tablet,Side,Entertainment,Morning,1
4059,27.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
2845,64.0,Female,Desktop,Bottom,Entertainment,Evening,0
7647,39.5,Female,Desktop,Top,News,Afternoon,1
9306,39.5,Female,Tablet,Side,Entertainment,Afternoon,0
4539,54.0,Female,Mobile,Bottom,Entertainment,Night,1
4404,21.0,Female,Desktop,Bottom,Social Media,Morning,0
8081,38.0,Female,Desktop,Bottom,Entertainment,Night,1
5569,39.5,Female,Mobile,Bottom,Entertainment,Afternoon,1
9129,39.5,Female,Desktop,Top,Entertainment,Morning,0
5100,42.0,Female,Mobile,Side,Shopping,Morning,1
5980,40.0,Female,Desktop,Side,Entertainment,Morning,1
2595,39.5,Female,Desktop,Bottom,Entertainment,Morning,1
8041,39.5,Female,Mobile,Bottom,Social Media,Morning,1
7971,39.5,Non-Binary,Tablet,Top,Entertainment,Morning,1
5041,59.0,Male,Desktop,Side,Shopping,Evening,0
1905,62.0,Female,Mobile,Bottom,Education,Night,1
8199,39.5,Female,Tablet,Side,Education,Afternoon,0
6861,39.5,Non-Binary,Tablet,Side,Entertainment,Afternoon,1
2125,39.5,Female,Tablet,Top,Entertainment,Evening,1
9807,35.0,Female,Tablet,Bottom,Entertainment,Night,1
8353,39.5,Female,Desktop,Bottom,Entertainment,Evening,1
8937,57.0,Male,Tablet,Bottom,Entertainment,Afternoon,1
2744,43.0,Male,Desktop,Side,Entertainment,Night,0
4889,45.0,Female,Tablet,Bottom,News,Evening,1
1446,39.5,Female,Desktop,Bottom,Entertainment,Night,1
1503,39.5,Female,Desktop,Side,Entertainment,Morning,1
8097,30.0,Non-Binary,Tablet,Side,Entertainment,Evening,1
6989,28.0,Male,Mobile,Bottom,Entertainment,Afternoon,1
4756,59.0,Non-Binary,Mobile,Bottom,Education,Morning,1
1425,26.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
1641,39.5,Female,Desktop,Bottom,News,Afternoon,0
3450,39.5,Non-Binary,Tablet,Side,News,Morning,0
2337,40.0,Female,Desktop,Top,Entertainment,Evening,1
8226,39.5,Female,Tablet,Top,Entertainment,Morning,1
9707,23.0,Female,Desktop,Top,Shopping,Night,0
1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1
8660,21.0,Non-Binary,Desktop,Top,News,Evening,0
3876,33.0,Female,Desktop,Bottom,Entertainment,Morning,0
138,21.0,Female,Desktop,Side,Entertainment,Morning,0
3647,23.0,Male,Desktop,Bottom,Entertainment,Night,0
2023,19.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
8061,39.5,Female,Tablet,Side,Entertainment,Night,0
674,39.5,Female,Desktop,Side,Entertainment,Evening,1
7661,48.0,Female,Mobile,Side,News,Morning,1
4890,43.0,Male,Tablet,Bottom,Entertainment,Afternoon,1
2125,39.5,Female,Tablet,Top,Entertainment,Evening,1
9431,39.5,Male,Desktop,Top,Entertainment,Afternoon,1
9266,38.0,Female,Mobile,Bottom,Entertainment,Morning,1
2428,39.5,Female,Tablet,Bottom,Entertainment,Morning,1
3742,39.5,Female,Desktop,Bottom,Entertainment,Morning,0
2239,25.0,Female,Tablet,Bottom,Entertainment,Morning,1
2876,23.0,Female,Tablet,Bottom,Education,Morning,1
5596,43.0,Female,Tablet,Top,Social Media,Afternoon,1
4087,39.5,Non-Binary,Desktop,Top,Social Media,Evening,0
3601,39.5,Female,Mobile,Bottom,Entertainment,Afternoon,1
1296,34.0,Female,Desktop,Bottom,Entertainment,Morning,1
4481,39.5,Non-Binary,Tablet,Side,Entertainment,Morning,0
1141,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
5707,34.0,Non-Binary,Mobile,Side,Social Media,Afternoon,0
3440,39.5,Female,Desktop,Bottom,Entertainment,Evening,0
9660,39.5,Female,Desktop,Top,Social Media,Night,1
8947,22.0,Female,Desktop,Bottom,Entertainment,Morning,1
9172,60.0,Female,Mobile,Bottom,Entertainment,Evening,0
4732,37.0,Female,Tablet,Bottom,Entertainment,Evening,0
7322,39.5,Female,Desktop,Bottom,Social Media,Morning,1
474,57.0,Female,Desktop,Bottom,Entertainment,Evening,0
5100,42.0,Female,Mobile,Side,Shopping,Morning,1
9676,21.0,Female,Mobile,Top,Entertainment,Morning,1
7968,39.5,Female,Mobile,Top,Entertainment,Night,0
4650,39.5,Female,Desktop,Top,Entertainment,Night,0
3644,39.5,Female,Desktop,Side,Entertainment,Evening,1
6886,43.0,Male,Mobile,Bottom,Entertainment,Evening,1
4890,43.0,Female,Tablet,Bottom,Education,Afternoon,1
255,31.0,Female,Desktop,Bottom,Entertainment,Night,1
5000,57.0,Female,Tablet,Top,Education,Afternoon,0
6075,39.5,Non-Binary,Desktop,Bottom,Social Media,Night,1
3908,50.0,Female,Desktop,Bottom,Entertainment,Evening,1
9092,39.5,Female,Mobile,Bottom,News,Morning,0
2337,40.0,Male,Desktop,Top,Entertainment,Evening,1
6467,30.0,Female,Desktop,Side,Entertainment,Morning,1
9894,39.5,Female,Desktop,Top,Entertainment,Afternoon,1
8789,44.0,Female,Desktop,Top,Entertainment,Evening,1
5301,39.5,Female,Tablet,Bottom,Social Media,Night,1
6724,37.0,Female,Desktop,Top,Entertainment,Evening,1
8119,39.5,Non-Binary,Mobile,Bottom,Social Media,Morning,0
5414,39.5,Female,Desktop,Bottom,Entertainment,Evening,1
9793,43.0,Female,Tablet,Top,Entertainment,Evening,0
8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1
8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1
5308,39.5,Female,Desktop,Side,Entertainment,Night,1
6449,39.5,Female,Desktop,Top,Shopping,Night,1
6287,40.0,Female,Desktop,Bottom,Entertainment,Morning,1
9906,39.5,Male,Desktop,Side,Education,Night,0
1729,26.0,Female,Mobile,Top,Entertainment,Afternoon,1
5439,39.5,Female,Desktop,Side,Social Media,Afternoon,1
1253,39.5,Female,Desktop,Bottom,Shopping,Morning,1
4114,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
4057,39.5,Female,Desktop,Side,Education,Evening,1
5346,30.0,Non-Binary,Tablet,Top,News,Morning,1
9786,24.0,Non-Binary,Desktop,Top,Shopping,Afternoon,0
6239,39.5,Non-Binary,Tablet,Bottom,News,Afternoon,0
9550,39.5,Non-Binary,Desktop,Top,Entertainment,Morning,1
3561,37.0,Female,Desktop,Side,Social Media,Evening,1
1391,23.0,Female,Desktop,Bottom,Shopping,Afternoon,0
7152,32.0,Female,Tablet,Side,Entertainment,Morning,1
7990,39.5,Female,Desktop,Side,Social Media,Morning,0
669,39.5,Female,Desktop,Bottom,News,Afternoon,0
412,39.5,Female,Tablet,Top,News,Evening,1
3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1127,39.5,Female,Desktop,Side,Entertainment,Morning,1
8190,26.0,Female,Mobile,Side,Entertainment,Afternoon,1
3014,39.5,Female,Mobile,Top,Entertainment,Morning,1
2211,46.0,Female,Mobile,Bottom,Social Media,Night,0
2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
9425,56.0,Female,Tablet,Bottom,Social Media,Afternoon,0
2282,50.0,Female,Tablet,Top,Entertainment,Evening,0
784,56.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
9367,21.0,Male,Mobile,Bottom,Social Media,Morning,0
969,39.5,Male,Desktop,Bottom,Entertainment,Morning,0
7720,46.0,Female,Tablet,Top,Social Media,Morning,0
1171,39.5,Female,Mobile,Bottom,Entertainment,Morning,1
2249,39.5,Female,Tablet,Bottom,Entertainment,Evening,0
4836,55.0,Female,Tablet,Side,Entertainment,Evening,1
3644,39.5,Female,Desktop,Side,Entertainment,Morning,1
3940,21.0,Female,Desktop,Bottom,Entertainment,Morning,0
5574,52.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
2405,39.5,Female,Desktop,Bottom,Entertainment,Morning,0
3558,38.0,Female,Desktop,Bottom,Entertainment,Morning,0
1466,21.0,Female,Desktop,Side,Education,Morning,0
6248,39.5,Female,Mobile,Top,Entertainment,Evening,1
8115,39.5,Female,Mobile,Top,Social Media,Afternoon,1
2431,39.5,Male,Desktop,Top,Entertainment,Night,1
4144,39.5,Male,Tablet,Bottom,Entertainment,Morning,0
1762,41.0,Male,Desktop,Side,Entertainment,Afternoon,1
453,39.5,Female,Desktop,Top,Entertainment,Morning,1
1706,39.5,Female,Tablet,Bottom,Entertainment,Night,1
9070,39.5,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
7322,39.5,Female,Desktop,Bottom,Social Media,Morning,1
3751,39.5,Non-Binary,Mobile,Side,Entertainment,Night,0
7647,39.5,Male,Desktop,Bottom,News,Afternoon,1
7151,39.5,Non-Binary,Tablet,Side,Entertainment,Morning,1
6867,54.0,Female,Mobile,Bottom,News,Morning,0
9419,64.0,Female,Mobile,Side,Entertainment,Afternoon,1
6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
3430,61.0,Male,Desktop,Side,Social Media,Morning,1
6768,53.0,Male,Mobile,Side,Shopping,Morning,0
5227,24.0,Female,Mobile,Top,Entertainment,Night,1
8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1
9554,39.5,Male,Tablet,Side,Entertainment,Night,0
5531,34.0,Male,Desktop,Top,Entertainment,Night,1
9558,39.5,Male,Tablet,Side,News,Evening,0
2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
9766,31.0,Female,Desktop,Bottom,Shopping,Evening,1
9949,39.0,Female,Desktop,Bottom,Social Media,Morning,0
9953,39.5,Female,Mobile,Bottom,Social Media,Night,0
6409,52.0,Male,Desktop,Top,Entertainment,Night,1
9050,39.5,Female,Desktop,Bottom,Entertainment,Night,0
9174,49.0,Female,Desktop,Bottom,Entertainment,Evening,0
1776,39.0,Female,Mobile,Bottom,Entertainment,Morning,0
4228,39.5,Female,Desktop,Side,Entertainment,Morning,1
